State,ZipCode,Tax Name,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
FL,32796,BREVARD,0.06,0.065,0.005,0,0,1
FL,32693,GILCHRIST,0.06,0.07,0.01,0,0,1
FL,33593,PASCO,0.06,0.07,0.01,0,0,1
FL,32784,LAKE,0.06,0.07,0.01,0,0,1
FL,32580,OKALOOSA,0.06,0.06,0,0,0,1
FL,33594,HILLSBOROUGH,0.06,0.07,0.01,0,0,1
FL,33595,HILLSBOROUGH,0.06,0.07,0.01,0,0,1
FL,34107,COLLIER,0.06,0.06,0,0,0,1
FL,34284,SARASOTA,0.06,0.07,0.01,0,0,1
FL,34285,SARASOTA,0.06,0.07,0.01,0,0,1
FL,34292,SARASOTA,0.06,0.07,0.01,0,0,1
FL,34293,SARASOTA,0.06,0.07,0.01,0,0,1
FL,33960,HIGHLANDS,0.06,0.07,0.01,0,0,1
FL,32462,WASHINGTON,0.06,0.07,0.01,0,0,1
FL,32960,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32961,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32962,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32963,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32964,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32965,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32966,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32967,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32968,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32969,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32970,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,32361,JEFFERSON,0.06,0.07,0.01,0,0,1
FL,32694,ALACHUA,0.06,0.06,0,0,0,1
FL,33873,HARDEE,0.06,0.07,0.01,0,0,1
FL,32463,WASHINGTON,0.06,0.07,0.01,0,0,1
FL,33877,POLK,0.06,0.07,0.01,0,0,1
FL,33597,SUMTER,0.06,0.07,0.01,0,0,1
FL,32195,MARION,0.06,0.06,0,0,0,1
FL,32193,PUTNAM,0.06,0.07,0.01,0,0,1
FL,32094,SUWANNEE,0.06,0.07,0.01,0,0,1
FL,33543,PASCO,0.06,0.07,0.01,0,0,1
FL,33544,PASCO,0.06,0.07,0.01,0,0,1
FL,33401,PALM BEACH,0.06,0.06,0,0,0,1
FL,33402,PALM BEACH,0.06,0.06,0,0,0,1
FL,33403,PALM BEACH,0.06,0.06,0,0,0,1
FL,33404,PALM BEACH,0.06,0.06,0,0,0,1
FL,33405,PALM BEACH,0.06,0.06,0,0,0,1
FL,33406,PALM BEACH,0.06,0.06,0,0,0,1
FL,33407,PALM BEACH,0.06,0.06,0,0,0,1
FL,33409,PALM BEACH,0.06,0.06,0,0,0,1
FL,33411,PALM BEACH,0.06,0.06,0,0,0,1
FL,33412,PALM BEACH,0.06,0.06,0,0,0,1
FL,33413,PALM BEACH,0.06,0.06,0,0,0,1
FL,33414,PALM BEACH,0.06,0.06,0,0,0,1
FL,33415,PALM BEACH,0.06,0.06,0,0,0,1
FL,33416,PALM BEACH,0.06,0.06,0,0,0,1
FL,33417,PALM BEACH,0.06,0.06,0,0,0,1
FL,33419,PALM BEACH,0.06,0.06,0,0,0,1
FL,33420,PALM BEACH,0.06,0.06,0,0,0,1
FL,33421,PALM BEACH,0.06,0.06,0,0,0,1
FL,33422,PALM BEACH,0.06,0.06,0,0,0,1
FL,32464,HOLMES,0.06,0.07,0.01,0,0,1
FL,32449,CALHOUN,0.06,0.075,0.015,0,0,1
FL,32465,GULF,0.06,0.07,0.01,0,0,1
FL,32096,HAMILTON,0.06,0.07,0.01,0,0,1
FL,34785,SUMTER,0.06,0.07,0.01,0,0,1
FL,32696,LEVY,0.06,0.07,0.01,0,0,1
FL,33598,HILLSBOROUGH,0.06,0.07,0.01,0,0,1
FL,34786,ORANGE,0.06,0.065,0.005,0,0,1
FL,32971,INDIAN RIVER,0.06,0.07,0.01,0,0,1
FL,34777,ORANGE,0.06,0.065,0.005,0,0,1
FL,34778,ORANGE,0.06,0.065,0.005,0,0,1
FL,34787,ORANGE,0.06,0.065,0.005,0,0,1
FL,33880,POLK,0.06,0.07,0.01,0,0,1
FL,33881,POLK,0.06,0.07,0.01,0,0,1
FL,33882,POLK,0.06,0.07,0.01,0,0,1
FL,33883,POLK,0.06,0.07,0.01,0,0,1
FL,33884,POLK,0.06,0.07,0.01,0,0,1
FL,33885,POLK,0.06,0.07,0.01,0,0,1
FL,33888,POLK,0.06,0.07,0.01,0,0,1
FL,32789,ORANGE,0.06,0.065,0.005,0,0,1
FL,32790,ORANGE,0.06,0.065,0.005,0,0,1
FL,32792,ORANGE,0.06,0.065,0.005,0,0,1
FL,32793,ORANGE,0.06,0.065,0.005,0,0,1
FL,32708,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,32719,SEMINOLE,0.06,0.07,0.01,0,0,1
FL,32362,LEON,0.06,0.075,0.015,0,0,1
FL,32697,UNION,0.06,0.07,0.01,0,0,1
FL,34797,LAKE,0.06,0.07,0.01,0,0,1
FL,34498,LEVY,0.06,0.07,0.01,0,0,1
FL,32466,BAY,0.06,0.065,0.005,0,0,1
FL,32041,NASSAU,0.06,0.07,0.01,0,0,1
FL,32097,NASSAU,0.06,0.07,0.01,0,0,1
FL,32798,ORANGE,0.06,0.065,0.005,0,0,1
FL,33539,PASCO,0.06,0.07,0.01,0,0,1
FL,33540,PASCO,0.06,0.07,0.01,0,0,1
FL,33541,PASCO,0.06,0.07,0.01,0,0,1
FL,33542,PASCO,0.06,0.07,0.01,0,0,1
FL,33890,HARDEE,0.06,0.07,0.01,0,0,1
